ID_Objednavky,ID_Zakaznika,Email_Zakaznika,Telefon_Zakaznika,Datum,Cislo_Objednavky,Cena,ID_Zaznamu_Psa,ID_Mixu,ID_Rasy,Meno_Psa,Rasa,Receptura,Davka_Gramy,Hmotnost_Kg,Datum_Narodenia,Pohlavi,ID_Kondicie,ID_Aktivity,Je_Stene_Boolean,Pouzite_Vouchery,Poznamka_Zakaznika,Alergie
978,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-20 11:26:32,17546198,100.00,979,,,Alík,,,853.66301689975,,2015-06-01 11:23:41,,,,,,,
945,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-20 09:13:37,17612864,100.00,946,,,test,,,533.53938556235,,2016-08-01 09:11:49,,,,,,,
920,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-19 21:56:35,17493313,24628.00,937,,,asdasd,,,3135.3224845531,,2014-06-01 21:43:35,,,,,,,
835,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-16 13:17:12,17735309,0.00,836,,,Alík,,,,,2011-06-04 13:14:01,,,,,,,
813,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-14 13:53:32,17747681,0.00,814,,,Saša,,,,,2013-06-07 13:52:29,,,,,,,
780,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-13 20:02:17,17905918,100.00,781,,,Frank,,,,,2006-08-16 20:00:28,,,,,,,
780,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-13 20:02:17,17905918,100.00,784,,,Saša jede,,,,,2016-03-01 20:03:10,,,,,,,
780,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-13 20:02:17,17905918,100.00,787,,,Saša,,,125,,2005-06-13 00:00:00,,,,,,,
721,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-11 11:25:55,17676406,0.00,722,,,Saša,,,,,2013-04-01 11:25:03,,,,,,,
700,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-07 10:25:29,17589072,0.00,701,,,Saša,,,,,2013-06-01 10:24:54,,,,,,,
682,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-08-31 15:59:11,17615000,0.00,684,,,čtvrteční,,,,,2002-11-01 16:04:35,,,,,,,
673,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-08-30 17:07:47,17848254,0.00,674,,,hh,,,,,1999-01-17 17:07:05,,,,,,,
675,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-08-30 17:07:47,17028191,0.00,676,,,hh,,,,,1999-01-17 17:07:05,,,,,,,
665,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-08-29 08:51:10,17570129,280.00,669,,,Test,,,,,2010-07-01 09:03:58,,,,,ALFA,"",
657,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-08-28 20:12:02,17985257,0.00,658,,,a,,,,,2011-08-01 20:10:58,,,,,,,
593,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-08-22 07:54:51,17680863,100.00,594,,,,,,,,,,,,,TRETI_SLEVA,,
550,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-08-17 12:34:25,17890738,180.00,551,,,Saša,,,,,2011-03-01 12:34:01,,,,,,"",
550,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-08-17 12:34:25,17890738,180.00,556,,,,,,,,,,,,,,"",
302,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-08-08 12:07:40,17461178,0.00,303,,,,,,,,,,,,,,,
